x y_gt y_pr
1.031255999999999950e+00 7.960000000000000409e-01 2.082596507903979877e+00
1.031579000000000024e+00 8.289999999999999591e-01 2.108811899395145684e+00
1.032113000000000058e+00 8.619999999999999885e-01 2.140724516424047152e+00
1.032793999999999990e+00 8.630000000000001004e-01 2.242642491167400109e+00
1.033179000000000070e+00 8.639999999999999902e-01 2.274306083373383025e+00
1.034254999999999924e+00 8.649999999999999911e-01 2.346092548402925804e+00
1.034640999999999922e+00 8.989999999999999103e-01 2.384571489206781081e+00
1.034759999999999902e+00 9.319999999999999396e-01 2.404715166081036415e+00
1.034958000000000045e+00 1.008000000000000007e+00 2.427221485554810432e+00
1.035468999999999973e+00 1.008999999999999897e+00 2.478981515884871367e+00
1.035819999999999963e+00 1.010000000000000009e+00 2.511326204537573048e+00
1.036529999999999951e+00 1.086999999999999966e+00 2.578545418920815013e+00
1.037334999999999896e+00 1.164000000000000146e+00 2.658599598081007542e+00
1.039304000000000006e+00 1.196999999999999842e+00 2.801227881423636656e+00
1.039495999999999976e+00 1.197999999999999954e+00 2.837855248592053847e+00
1.039724000000000093e+00 1.231999999999999984e+00 2.878627912593871407e+00
1.040351000000000026e+00 1.276999999999999913e+00 2.929774682052781021e+00
1.041382999999999948e+00 1.397999999999999909e+00 3.025147054814246950e+00
1.042335000000000012e+00 1.431000000000000050e+00 3.099794356026716713e+00
1.043303000000000091e+00 1.431999999999999940e+00 3.176457316089120742e+00
1.044834999999999958e+00 1.508999999999999897e+00 3.282297509005505098e+00
1.045123000000000024e+00 1.586999999999899824e+00 3.318108107977927101e+00
1.045806999999999931e+00 1.665000000000000036e+00 3.380806958662436301e+00
1.046122999999999914e+00 1.590999999999999970e+00 3.422168398247416032e+00
1.047107000000000010e+00 1.592000000000000082e+00 3.505612501494902222e+00
1.048583000000000043e+00 1.625000000000000000e+00 3.645793495856236355e+00
1.048639000000000099e+00 1.703999999999999959e+00 3.664059706785578463e+00
1.049744000000000010e+00 1.739000000000000101e+00 3.751714908638791091e+00
1.049963999999999897e+00 1.707999999999899821e+00 3.787603893942314670e+00
1.050308000000000019e+00 1.740999999999999881e+00 3.835423998625079989e+00
1.052184000000000008e+00 1.820000000000000062e+00 3.970434642146948523e+00
1.052972999999999937e+00 1.899000000000000021e+00 4.069139976087002175e+00
1.053188000000000013e+00 1.824999999999999956e+00 4.104317388783981002e+00
1.054448000000000052e+00 1.792999999999900007e+00 4.191350164580960325e+00
1.055371000000000059e+00 1.871999999999999886e+00 4.280797913120184539e+00
1.055933000000000010e+00 1.906999999999900108e+00 4.365797716488591718e+00
1.057911000000000046e+00 1.952999999999899927e+00 4.517661989458289007e+00
1.059490999999999961e+00 1.923000000000000043e+00 4.650830300442179599e+00
1.060046000000000044e+00 1.923999999999999932e+00 4.703753502758697635e+00
1.060915000000000052e+00 2.001999999999999780e+00 4.775636929991263102e+00
1.061390999999999973e+00 2.080999999999999961e+00 4.850671061134872453e+00
1.061919000000000057e+00 2.116999999999999993e+00 4.903555779570527129e+00
1.062859999999999916e+00 2.164000000000000146e+00 5.004267336955548373e+00
1.064065000000000039e+00 2.319999999999999840e+00 5.106652856133596430e+00
1.063908999999999994e+00 2.443999999999999950e+00 5.142519079935747861e+00
1.066113000000000088e+00 2.491000000000000103e+00 5.320764804638533185e+00
1.066940999999999917e+00 2.527000000000000135e+00 5.405018140484036060e+00
1.066785000000000094e+00 2.685000000000000053e+00 5.412623217868754999e+00
1.068176000000000014e+00 2.963999999999999968e+00 5.542653324949778693e+00
1.069280999999999926e+00 3.077999999999999847e+00 5.675857573253513699e+00
1.070743999999999918e+00 3.203000000000000291e+00 5.794051360001192030e+00
1.072343999999999964e+00 3.362000000000000099e+00 5.933706071325491216e+00
1.073871999999999938e+00 3.564999999999999947e+00 6.102798964283064009e+00
1.074384999999999923e+00 3.846000000000000085e+00 6.173942066995269151e+00
1.075634999999999897e+00 4.083000000000000185e+00 6.307938596729752767e+00
1.075973999999999986e+00 4.286999999999999922e+00 6.369803307463191899e+00
1.077431000000000028e+00 4.413999999999899337e+00 6.514699894421505988e+00
1.078815999999999997e+00 4.573999999999999844e+00 6.639753323330680246e+00
1.080351999999999979e+00 4.733999999999899622e+00 6.796754616561899276e+00
1.081658999999999926e+00 4.894000000000000128e+00 6.945032744145670733e+00
1.083069000000000059e+00 5.054999999999999716e+00 7.109084792694024380e+00
1.083639999999999937e+00 5.182000000000000384e+00 7.189838092261977565e+00
1.085077999999999987e+00 5.264999999999999680e+00 7.324500268131921565e+00
1.086105000000000098e+00 5.302999999999899572e+00 7.476132431072503692e+00
1.087728000000000028e+00 5.430999999999900574e+00 7.646862941455514928e+00
1.088875000000000037e+00 5.514000000000000234e+00 7.770426209614495150e+00
1.090159000000000100e+00 5.518999999999999240e+00 7.912324720350223828e+00
1.090769000000000100e+00 5.556999999999900020e+00 7.995576496122111188e+00
1.093010000000000037e+00 5.595999999999899721e+00 8.231743819066203116e+00
1.094721000000000055e+00 5.600999999999900503e+00 8.410667621547963435e+00
1.096225999999999923e+00 5.652000000000000135e+00 8.627532056720648157e+00
1.097447999999999979e+00 5.657000000000000028e+00 8.756627551736198001e+00
1.098605999999999971e+00 5.661999999999899558e+00 8.901270163839468452e+00
1.100645000000000095e+00 5.746999999999899522e+00 9.143624230079966608e+00
1.101793000000000022e+00 5.876999999999899416e+00 9.317593708718558076e+00
1.103264999999999940e+00 5.961999999999899380e+00 9.527250223854984768e+00
1.104840999999999962e+00 5.966999999999900162e+00 9.716027887870298585e+00
1.106065000000000076e+00 6.051999999999900126e+00 9.892199665854416679e+00
1.108025999999999955e+00 6.182000000000000384e+00 1.011638910225540755e+01
1.110400000000000054e+00 6.346999999999899167e+00 1.043692174190693400e+01
1.111299999999999955e+00 6.477999999999899394e+00 1.058214211034340302e+01
1.111582000000000070e+00 6.528999999999900439e+00 1.062449102013455260e+01
1.113431000000000060e+00 6.613999999999900403e+00 1.082221904924342049e+01
1.115482000000000085e+00 6.779999999999999361e+00 1.108338483946604924e+01
1.116231999999999891e+00 6.945999999999999730e+00 1.126576257786589608e+01
1.118001000000000023e+00 6.985999999999999766e+00 1.155696597251453639e+01
1.119612999999999969e+00 7.277999999999999581e+00 1.179014379065975326e+01
1.121714000000000100e+00 7.616999999999999993e+00 1.203634594487176201e+01
1.122036999999999951e+00 7.796000000000000263e+00 1.212256246701652529e+01
1.123377000000000070e+00 7.884000000000000341e+00 1.232374241094406031e+01
1.125869999999999926e+00 8.097999999999998977e+00 1.272888737235988010e+01
1.127010999999999985e+00 8.391000000000000014e+00 1.294849336774469784e+01
1.128633999999999915e+00 8.605000000000000426e+00 1.318761091924883111e+01
1.130095000000000072e+00 8.772999999999999687e+00 1.343495538297690928e+01
1.132080999999999893e+00 8.907999999999999474e+00 1.379504627295211527e+01
1.133814000000000100e+00 9.076999999999999957e+00 1.407428508835377734e+01
1.135340999999999934e+00 9.371999999999999886e+00 1.437090648107376367e+01
1.138133999999999979e+00 9.632999999999999119e+00 1.477582964483433337e+01
1.139005999999999963e+00 9.849000000000000199e+00 1.494481512642427390e+01
1.139124999999999943e+00 1.003100000000000058e+01 1.500770100589542544e+01
1.141599000000000030e+00 1.032699999999999996e+01 1.536535117028279096e+01
1.142941999999999902e+00 1.054599999999999937e+01 1.565037889449613218e+01
1.144646999999999970e+00 1.075300000000000011e+01 1.601345281329770742e+01
1.146095000000000086e+00 1.095899999999999963e+01 1.633334775748909351e+01
1.147929999999999895e+00 1.129400000000000048e+01 1.672833170094508048e+01
1.149915000000000020e+00 1.164100000000000001e+01 1.713516480648805995e+01
1.150825999999999905e+00 1.194299999999999962e+01 1.734539876721542129e+01
1.152228000000000030e+00 1.229100000000000037e+01 1.768722791674919748e+01
1.154474999999999918e+00 1.267500000000000071e+01 1.809595052790497149e+01
1.155831000000000053e+00 1.305799999999999983e+01 1.840934296201211140e+01
1.157769999999999966e+00 1.348899999999999899e+01 1.874764840363937424e+01
1.158822000000000019e+00 1.387299999999999933e+01 1.912426813115562041e+01
1.161400999999999906e+00 1.429399999999999871e+01 1.957556518139156765e+01
1.164365000000000094e+00 1.476200000000000045e+01 2.039618421364048118e+01
1.165907000000000027e+00 1.539400000000000013e+01 2.077026705369660675e+01
1.167203999999999908e+00 1.595699999999999896e+01 2.105813443759430115e+01
1.169056000000000095e+00 1.642799999999990135e+01 2.167334564780727746e+01
1.169677000000000078e+00 1.691199999999999903e+01 2.183732022825403973e+01
1.171203999999999912e+00 1.751299999999989865e+01 2.226103868725832058e+01
1.172376000000000085e+00 1.803300000000000125e+01 2.270040577147212701e+01
1.175157999999999925e+00 1.850699999999999790e+01 2.322990288583654461e+01
1.175545000000000062e+00 1.898099999999990217e+01 2.350439418771365752e+01
1.176846999999999976e+00 1.953899999999989845e+01 2.404316442535327880e+01
1.178374999999999950e+00 2.010899999999999821e+01 2.467611720759353489e+01
1.179270999999999958e+00 2.076399999999989987e+01 2.513026882765143100e+01
1.180670000000000108e+00 2.149199999999990141e+01 2.576073157747247677e+01
1.183262999999999954e+00 2.226699999999999946e+01 2.647068469695398107e+01
1.183890000000000109e+00 2.263399999999990087e+01 2.674837660327985844e+01
1.184325999999999990e+00 2.296099999999999852e+01 2.709097996182727641e+01
1.187016999999999989e+00 2.317999999999999972e+01 2.805265766512854952e+01
1.188809000000000005e+00 2.348499999999999943e+01 2.878508332320530272e+01
1.190125000000000099e+00 2.379699999999999704e+01 2.962556081641597672e+01
1.192444000000000059e+00 2.409700000000000131e+01 3.060763195020479799e+01
1.192871000000000015e+00 2.440299999999989922e+01 3.105603212557812398e+01
